principio_ativo,nome_normalizado,forma_farmaceutica,unidade_dispensavel,concentracao_texto,via_administracao,aliases,fonte,versao_base
acetato de sódio triidratado + gliconato de sódio + cloreto de potássio + cloreto de sódio + cloreto de magnésio,acetato de sódio triidratado + gliconato de sódio + cloreto de potássio + cloreto de sódio + cloreto de magnésio solução injetável,solução injetável,solução,,intravenosa,PLASMA LYTE,ANVISA/CMED 2026-06,2026-06
acetato de terlipressina,acetato de terlipressina 1 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,1 mg,parenteral,GLYPRESSIN|TERGLY,ANVISA/CMED 2026-06,2026-06
acetato de terlipressina,"acetato de terlipressina 0,12 mg/ml solução injetável",solução injetável,solução,"0,12 mg/ml",parenteral,GLYPRESSIN,ANVISA/CMED 2026-06,2026-06
acetato de tocoferol + ácido fólico,acetato de tocoferol + ácido fólico 400 mcg + 10 mg cápsula mole,cápsula mole,cápsula,400 mcg + 10 mg,oral,DTN-FOL,ANVISA/CMED 2026-06,2026-06
acetato de triptorrelina,"acetato de triptorrelina 0,1 mg/ml solução injetável",solução injetável,solução,"0,1 mg/ml",parenteral,GONAPEPTYL DAILY,ANVISA/CMED 2026-06,2026-06
acetato de zinco,"acetato de zinco 0,5 meq/ml 54 mg/ml solução injetável",solução injetável,solução,"0,5 meq/ml 54 mg/ml",intravenosa,"ACETATO DE ZINCO 0,5 MEQ/ML",ANVISA/CMED 2026-06,2026-06
acetazolamida,acetazolamida 250 mg comprimido,comprimido,comprimido,250 mg,oral,DIAMOX,ANVISA/CMED 2026-06,2026-06
acetilcisteína,acetilcisteína 200 mg comprimido efervescente,comprimido efervescente,comprimido,200 mg,oral,FLUIMUCIL,ANVISA/CMED 2026-06,2026-06
acetilcisteína,acetilcisteína 600 mg comprimido efervescente,comprimido efervescente,comprimido,600 mg,oral,FLUIMUCIL,ANVISA/CMED 2026-06,2026-06
acetilcisteína,acetilcisteína 100 mg granulado,granulado,granulado,100 mg,oral,ACETILCISTEINA,ANVISA/CMED 2026-06,2026-06
acetilcisteína,acetilcisteína 120 mg/g granulado,granulado,granulado,120 mg/g,oral,ACETILCISTEÍNA,ANVISA/CMED 2026-06,2026-06
acetilcisteína,acetilcisteína 20 mg/g granulado,granulado,granulado,20 mg/g,oral,ACETILCISTEÍNA,ANVISA/CMED 2026-06,2026-06
acetilcisteína,acetilcisteína 200 mg granulado,granulado,granulado,200 mg,oral,ACETILCISTEINA|ACETILCISTEÍNA|FLUITEÍNA,ANVISA/CMED 2026-06,2026-06
acetilcisteína,acetilcisteína 40 mg/g granulado,granulado,granulado,40 mg/g,oral,ACETILCISTEÍNA|FLUCISTEIN,ANVISA/CMED 2026-06,2026-06
acetilcisteína,acetilcisteína 600 mg granulado,granulado,granulado,600 mg,oral,ACETILCISTEINA|ACETILCISTEÍNA|AIRES|FLUITEÍNA|MUCOS EXPEC,ANVISA/CMED 2026-06,2026-06
acetilcisteína,acetilcisteína 120 mg/g granulado para solução,granulado para solução,granulado,120 mg/g,oral,CISTEIL|FLUIMUCIL,ANVISA/CMED 2026-06,2026-06
acetilcisteína,acetilcisteína 40 mg/g granulado para solução,granulado para solução,granulado,40 mg/g,oral,CISTEIL,ANVISA/CMED 2026-06,2026-06
acetilcisteína,acetilcisteína 120 mg/g granulado para solução oral,granulado para solução oral,granulado,120 mg/g,oral,ACETILCISTEÍNA,ANVISA/CMED 2026-06,2026-06
acetilcisteína,acetilcisteína 100 mg/ml solução injetável,solução injetável,solução,100 mg/ml,parenteral,ACETILCISTEINA|BROMUC|FLUIMUCIL,ANVISA/CMED 2026-06,2026-06
acetilcisteína,"acetilcisteína 11,50 mg/ml solução nasal",solução nasal,solução,"11,50 mg/ml",nasal,FLUIMUCIL,ANVISA/CMED 2026-06,2026-06
acetilcisteína,acetilcisteína 100 mg/ml solução para diluição para infusão,solução para diluição para infusão,solução,100 mg/ml,parenteral,FLUCISTEIN,ANVISA/CMED 2026-06,2026-06
acetilcisteína,acetilcisteína 20 mg/ml xarope,xarope,xarope,20 mg/ml,oral,ACETILCISTEÍNA|AIRES|CISTEIL|FLUCISTEIN|FLUIMUCIL|FLUITEÍNA|MUCOS EXPEC,ANVISA/CMED 2026-06,2026-06
acetilcisteína,acetilcisteína 40 mg/ml xarope,xarope,xarope,40 mg/ml,oral,ACETILCISTEINA|ACETILCISTEÍNA|CISTEIL|FLUIMUCIL|FLUITEÍNA|MUCOS EXPEC,ANVISA/CMED 2026-06,2026-06
acetilracemetionina + betaína + citrato de colina,acetilracemetionina + betaína + citrato de colina 40 mg/ml + 53 mg/ml + 50 mg/ml solução oral,solução oral,solução,40 mg/ml + 53 mg/ml + 50 mg/ml,oral,XANTINON COMPLEX,ANVISA/CMED 2026-06,2026-06
acetonida de triancinolona,acetonida de triancinolona 550 mcg/ml suspensão nasal,suspensão nasal,suspensão,550 mcg/ml,nasal,ALLENASAL|NASACORT,ANVISA/CMED 2026-06,2026-06
aciclovir,aciclovir 200 mg comprimido,comprimido,comprimido,200 mg,oral,ACICLOR|ACICLOVIR|ACIVIRAX|ANTIVIRAX|EZOPEN|HERPESIL|HERVIRAX|HPMIX,ANVISA/CMED 2026-06,2026-06
aciclovir,aciclovir 400 mg comprimido,comprimido,comprimido,400 mg,oral,ACICLOVIR|ANTIVIRAX,ANVISA/CMED 2026-06,2026-06
aciclovir,aciclovir 50 mg/g creme dermatológico,creme dermatológico,creme,50 mg/g,tópica,ACICLOVIR|ACIVIRAX|ANTIVIRAX|EZOPEN|HERVIRAX|HPMIX|ZORVY CREME|ZOVIRAX,ANVISA/CMED 2026-06,2026-06
aciclovir,aciclovir 30 mg/g pomada oftálmica,pomada oftálmica,pomada,30 mg/g,oftálmica,ACICLOVIR|HERVIRAX,ANVISA/CMED 2026-06,2026-06
aciclovir,aciclovir 40 mg/ml suspensão oral,suspensão oral,suspensão,40 mg/ml,oral,HPMIX,ANVISA/CMED 2026-06,2026-06
aciclovir sódico,aciclovir sódico 250 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,250 mg,intravenosa,ACICLOVIR|EZOPEN,ANVISA/CMED 2026-06,2026-06
aciclovir sódico,aciclovir sódico 250 mg pó para solução injetável,pó para solução injetável,pó,250 mg,intravenosa,ACICLOVIR SÓDICO|ZORVY|ZYNVIR,ANVISA/CMED 2026-06,2026-06
aciclovir sódico,aciclovir sódico 250 mg pó para solução para infusão,pó para solução para infusão,pó,250 mg,intravenosa,UNI-VIR,ANVISA/CMED 2026-06,2026-06
acido acetilsalicilico,acido acetilsalicilico 100 mg comprimido,comprimido,comprimido,100 mg,oral,AAS|DORMEC,ANVISA/CMED 2026-06,2026-06
acido acetilsalicilico + acido citrico + bicarbonato de sódio + carbonato de sódio,"acido acetilsalicilico + acido citrico + bicarbonato de sódio + carbonato de sódio 325 + 1644 + 1507,8 + 400 mg comprimido efervescente",comprimido efervescente,comprimido,"325 + 1644 + 1507,8 + 400 mg",oral,SONRISAL,ANVISA/CMED 2026-06,2026-06
acido citrico + bicarbonato de sódio + carbonato de sódio,acido citrico + bicarbonato de sódio + carbonato de sódio pó efervescente,pó efervescente,pó,,,SAL DE FRUTA ENO,ANVISA/CMED 2026-06,2026-06
acitretina,acitretina 10 mg cápsula dura,cápsula dura,cápsula,10 mg,oral,ACITRETINA|NEOTIGASON,ANVISA/CMED 2026-06,2026-06
acitretina,acitretina 25 mg cápsula dura,cápsula dura,cápsula,25 mg,oral,ACITRETINA|NEOTIGASON,ANVISA/CMED 2026-06,2026-06
actaea racemosa l.,actaea racemosa l. 160 mg comprimido revestido,comprimido revestido,comprimido,160 mg,oral,CLIFEMIN,ANVISA/CMED 2026-06,2026-06
actaea racemosa l.,actaea racemosa l. 20 mg comprimido revestido,comprimido revestido,comprimido,20 mg,oral,APLAUSE,ANVISA/CMED 2026-06,2026-06
actaea racemosa l.,actaea racemosa l. 80 mg cápsula gelatinosa dura,cápsula gelatinosa dura,cápsula,80 mg,oral,TEPEMEN,ANVISA/CMED 2026-06,2026-06
adalimumabe,adalimumabe 100 mg/ml solução injetável,solução injetável,solução,100 mg/ml,parenteral,AMGEVITA|ATENFE|HUMIRA|YUFLYMA,ANVISA/CMED 2026-06,2026-06
adalimumabe,adalimumabe 40 mg solução injetável,solução injetável,solução,40 mg,parenteral,HADLIMA|HYRIMOZ|INSTITUTO BUTANTAN - ADALIMUMABE|XILBRILADA,ANVISA/CMED 2026-06,2026-06
adalimumabe,adalimumabe 50 mg/ml solução injetável,solução injetável,solução,50 mg/ml,subcutânea,AMGEVITA|BIO-MANGUINHOS ADALIMUMABE|HULIO|IDACIO,ANVISA/CMED 2026-06,2026-06
adalimumabe,adalimumabe 80 mg solução injetável,solução injetável,solução,80 mg,parenteral,HYRIMOZ,ANVISA/CMED 2026-06,2026-06
adapaleno,adapaleno 1 mg/g gel,gel,gel,1 mg/g,tópica,ADAPALENO|BELPELE,ANVISA/CMED 2026-06,2026-06
adapaleno,"adapaleno 1,0 mg/g gel",gel,gel,"1,0 mg/g",tópica,ADACNE,ANVISA/CMED 2026-06,2026-06
adapaleno,adapaleno 3 mg/g gel,gel,gel,3 mg/g,tópica,BELPELE,ANVISA/CMED 2026-06,2026-06
adapaleno,adapaleno 3 mg/g gel dermatológico,gel dermatológico,gel,3 mg/g,tópica,DIFFERIN,ANVISA/CMED 2026-06,2026-06
adapaleno,adapaleno 1 mg/g gel dermatológico de liberação prolongada,gel dermatológico de liberação prolongada,gel,1 mg/g,tópica,DERIVA MICRO,ANVISA/CMED 2026-06,2026-06
adapaleno + fosfato de clindamicina,adapaleno + fosfato de clindamicina 1 mg/g + 10 mg/g gel dermatológico,gel dermatológico,gel,1 mg/g + 10 mg/g,tópica,ADACNE CLIN,ANVISA/CMED 2026-06,2026-06
adapaleno + fosfato de clindamicina,"adapaleno + fosfato de clindamicina 1,00 + 10,00 mg/g gel dermatológico de liberação prolongada",gel dermatológico de liberação prolongada,gel,"1,00 + 10,00 mg/g",tópica,DERIVA C MICRO,ANVISA/CMED 2026-06,2026-06
adapaleno + peróxido de benzoíla,adapaleno + peróxido de benzoíla 3 + 25 mg/g gel dermatológico,gel dermatológico,gel,3 + 25 mg/g,tópica,EPIDUO,ANVISA/CMED 2026-06,2026-06
adapaleno + peróxido de benzoíla,adapaleno + peróxido de benzoíla 1 mg/g + 25 mg/g gel tópico,gel tópico,gel,1 mg/g + 25 mg/g,tópica,EPIDUO,ANVISA/CMED 2026-06,2026-06
adenosina,adenosina 3 mg/ml solução injetável,solução injetável,solução,3 mg/ml,intravenosa,ADENOSINA|LOWE,ANVISA/CMED 2026-06,2026-06
aesculus hippocastanum l.,aesculus hippocastanum l. 100 mg comprimido revestido,comprimido revestido,comprimido,100 mg,oral,CASTANHA DA INDIA GLOBO|CASTANHA DA ÍNDIA|CASTANHA DA ÍNDIA ATALAIA|CASTANHA DA ÍNDIA HERBARIUM|VARIVAX,ANVISA/CMED 2026-06,2026-06
aesculus hippocastanum l.,aesculus hippocastanum l. 170 mg comprimido revestido,comprimido revestido,comprimido,170 mg,oral,CASTANHA DA ÍNDIA LABORATÓRIOS OSÓRIO DE MORAES|PLASMOVE|VARILESS BIONATUS,ANVISA/CMED 2026-06,2026-06
aesculus hippocastanum l.,aesculus hippocastanum l. 280 mg comprimido revestido,comprimido revestido,comprimido,280 mg,oral,PLASMOVE,ANVISA/CMED 2026-06,2026-06
aesculus hippocastanum l.,aesculus hippocastanum l. 300 mg comprimido revestido,comprimido revestido,comprimido,300 mg,oral,VARIVAX,ANVISA/CMED 2026-06,2026-06
aesculus hippocastanum l.,"aesculus hippocastanum l. 263,2 mg comprimido revestido de liberação retal",comprimido revestido de liberação retal,comprimido,"263,2 mg",retal,VENOCUR FIT,ANVISA/CMED 2026-06,2026-06
aesculus hippocastanum l.,aesculus hippocastanum l. 100 mg cápsula dura,cápsula dura,cápsula,100 mg,oral,FLUXOLIV|VARICAPS AH,ANVISA/CMED 2026-06,2026-06
aesculus hippocastanum l.,aesculus hippocastanum l. 250 mg cápsula dura,cápsula dura,cápsula,250 mg,oral,PROCTOCAPS,ANVISA/CMED 2026-06,2026-06
aesculus hippocastanum l.,aesculus hippocastanum l. 300 mg cápsula dura,cápsula dura,cápsula,300 mg,oral,FITOVEIN,ANVISA/CMED 2026-06,2026-06
aesculus hippocastanum l.,aesculus hippocastanum l. 500 mg cápsula dura,cápsula dura,cápsula,500 mg,oral,VARICELL PHYTO,ANVISA/CMED 2026-06,2026-06
aesculus hippocastanum l.,aesculus hippocastanum l. 500 mg cápsula gelatinosa dura,cápsula gelatinosa dura,cápsula,500 mg,oral,CASTANHA DA ÍNDIA EC,ANVISA/CMED 2026-06,2026-06
aflibercepte,"aflibercepte 114,3 mg/ml solução injetável intravítreo",solução injetável intravítreo,solução,"114,3 mg/ml",intravítrea,EYLIA,ANVISA/CMED 2026-06,2026-06
aflibercepte,aflibercepte 40 mg/ml solução injetável intravítreo,solução injetável intravítreo,solução,40 mg/ml,intravítrea,EYLIA|PAVBLU,ANVISA/CMED 2026-06,2026-06
aflibercepte,aflibercepte 25 mg/ml solução para diluição para infusão,solução para diluição para infusão,solução,25 mg/ml,intravenosa,ZALTRAP,ANVISA/CMED 2026-06,2026-06
agomelatina,agomelatina 25 mg comprimido revestido,comprimido revestido,comprimido,25 mg,oral,AGOMELATINA|AGOXOM|ELENCOS|VALDOXAN,ANVISA/CMED 2026-06,2026-06
alanilglutamina,alanilglutamina 200 mg/ml solução injetável,solução injetável,solução,200 mg/ml,intravenosa,DIPEPTIVEN,ANVISA/CMED 2026-06,2026-06
alanilglutamina,alanilglutamina 200 mg/ml solução para infusão,solução para infusão,solução,200 mg/ml,intravenosa,XAGLUSEF,ANVISA/CMED 2026-06,2026-06
alantoína + acetato de racealfatocoferol + palmitato de retinol + colecalciferol,alantoína + acetato de racealfatocoferol + palmitato de retinol + colecalciferol creme dermatológico,creme dermatológico,creme,,tópica,VITADERME,ANVISA/CMED 2026-06,2026-06
albendazol,albendazol 400 mg comprimido,comprimido,comprimido,400 mg,oral,BENZOL,ANVISA/CMED 2026-06,2026-06
albendazol,albendazol 400 mg comprimido mastigável,comprimido mastigável,comprimido,400 mg,oral,ALBEL|ALBENDAZOL|ELFI|MEBENIX|MONOZOL|PARASIN,ANVISA/CMED 2026-06,2026-06
albendazol,albendazol 40 mg/ml suspensão,suspensão,suspensão,40 mg/ml,,ALBEL|ALBENDAZOL,ANVISA/CMED 2026-06,2026-06
albendazol,albendazol 40 mg/ml suspensão oral,suspensão oral,suspensão,40 mg/ml,oral,ALBENDAZOL|ALBENDAZOL 40 MG/ML SUSPENSÃO ORAL|ALBENTEL|BENZOL|ELFI|PARASIN,ANVISA/CMED 2026-06,2026-06
albumina humana,albumina humana 200 mg/ml solução infu,solução infu,solução,200 mg/ml,intravenosa,ALBIOPLAS,ANVISA/CMED 2026-06,2026-06
albumina humana,"albumina humana 0,05 g/ml solução injetável",solução injetável,solução,"0,05 g/ml",parenteral,ALBUMINA HUMANA GRIFOLS,ANVISA/CMED 2026-06,2026-06
albumina humana,"albumina humana 0,2 g/ml solução injetável",solução injetável,solução,"0,2 g/ml",parenteral,ALBUMINA HUMANA GRIFOLS,ANVISA/CMED 2026-06,2026-06
albumina humana,albumina humana 20 % solução injetável,solução injetável,solução,20 %,parenteral,ALBUMINA HUMANA HEMOBRÁS|BLAUBIMAX|OCTALBIN,ANVISA/CMED 2026-06,2026-06
albumina humana,albumina humana 20 pcc solução injetável,solução injetável,solução,20 pcc,parenteral,ALBUMINA SÉRICA HUMANA NORMAL,ANVISA/CMED 2026-06,2026-06
albumina humana,albumina humana 200 g/l solução injetável,solução injetável,solução,200 g/l,intravenosa,ALBUREX 20,ANVISA/CMED 2026-06,2026-06
albumina humana,albumina humana 200 mg/ml solução injetável,solução injetável,solução,200 mg/ml,parenteral,ALBIOMIN|ALBUMAX|BERIBUMIN,ANVISA/CMED 2026-06,2026-06
albumina humana,albumina humana 20 pcc solução injetável bolsa plástica x 50 ml,solução injetável bolsa plástica x 50 ml,solução,20 pcc,parenteral,ALBUMINA SÉRICA HUMANA NORMAL,ANVISA/CMED 2026-06,2026-06
albumina humana,"albumina humana 0,2 g/ml solução para infusão",solução para infusão,solução,"0,2 g/ml",intravenosa,UMAN ALBUMIN,ANVISA/CMED 2026-06,2026-06
alcaftadina,"alcaftadina 2,5 mg/ml solução oftálmica",solução oftálmica,solução,"2,5 mg/ml",oftálmica,LASTACAFT,ANVISA/CMED 2026-06,2026-06
alendronato de sódio,alendronato de sódio 70 mg comprimido,comprimido,comprimido,70 mg,oral,ALENDRONATO DE SODIO|ALENDRONATO DE SÓDIO|ENDROSTAN,ANVISA/CMED 2026-06,2026-06
alendronato de sódio,alendronato de sódio 70 mg comprimido revestido,comprimido revestido,comprimido,70 mg,oral,ALENDRONATO DE SÓDIO,ANVISA/CMED 2026-06,2026-06
alendronato de sódio + colecalciferol,alendronato de sódio + colecalciferol 70 mg/5600 ui comprimido,comprimido,comprimido,70 mg/5600 ui,oral,FOSAMAX D,ANVISA/CMED 2026-06,2026-06
alendronato de sódio tri-hidratado,alendronato de sódio tri-hidratado 70 mg comprimido,comprimido,comprimido,70 mg,oral,ALENDRONATO DE SODIO|ALENDRONATO DE SÓDIO|BONAGRAN|ENDROSTAN|LEDAR|OSTEOFAR|OSTEOFORM|OSTRAZIL,ANVISA/CMED 2026-06,2026-06
alendronato sódico trihidratado,alendronato sódico trihidratado 70 mg comprimido,comprimido,comprimido,70 mg,oral,ALENDIL,ANVISA/CMED 2026-06,2026-06
alentuzumabe,alentuzumabe 10 mg/ml solução para diluição para infusão,solução para diluição para infusão,solução,10 mg/ml,intravenosa,LEMTRADA,ANVISA/CMED 2026-06,2026-06
alfa-albutrepenonacogue,alfa-albutrepenonacogue 1000 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,1000 ui,intravenosa,IDELVION,ANVISA/CMED 2026-06,2026-06
alfa-albutrepenonacogue,alfa-albutrepenonacogue 2000 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,2000 ui,intravenosa,IDELVION,ANVISA/CMED 2026-06,2026-06
alfa-albutrepenonacogue,alfa-albutrepenonacogue 250 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,250 ui,intravenosa,IDELVION,ANVISA/CMED 2026-06,2026-06
alfa-albutrepenonacogue,alfa-albutrepenonacogue 500 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,500 ui,intravenosa,IDELVION,ANVISA/CMED 2026-06,2026-06
alfa-alglicosidase,alfa-alglicosidase 50 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,50 mg,intravenosa,MYOZYME,ANVISA/CMED 2026-06,2026-06
alfa-asfotase,alfa-asfotase 100 mg/ml solução injetável,solução injetável,solução,100 mg/ml,subcutânea,STRENSIQ,ANVISA/CMED 2026-06,2026-06
alfa-asfotase,alfa-asfotase 40 mg/ml solução injetável,solução injetável,solução,40 mg/ml,subcutânea,STRENSIQ,ANVISA/CMED 2026-06,2026-06
alfa-avalglicosidase,alfa-avalglicosidase 100 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,100 mg,intravenosa,NEXVIAZYME,ANVISA/CMED 2026-06,2026-06
alfa1antitripsina,alfa1antitripsina 1 g pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,1 g,intravenosa,PROLASTIN-C,ANVISA/CMED 2026-06,2026-06
alfa1antitripsina,alfa1antitripsina 1000 mg pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,1000 mg,intravenosa,ZEMAIRA,ANVISA/CMED 2026-06,2026-06
alfa1antitripsina,alfa1antitripsina 50 mg/ml solução injetável,solução injetável,solução,50 mg/ml,intravenosa,PROLASTIN-C,ANVISA/CMED 2026-06,2026-06
alfacalcidol,"alfacalcidol 0,25 mcg cápsula mole",cápsula mole,cápsula,"0,25 mcg",oral,SIGMACALCIDOL,ANVISA/CMED 2026-06,2026-06
alfacalcidol,"alfacalcidol 1,00 mcg cápsula mole",cápsula mole,cápsula,"1,00 mcg",oral,SIGMACALCIDOL,ANVISA/CMED 2026-06,2026-06
alfacerliponase,alfacerliponase 30 mg/ml solução para infusão it,solução para infusão it,solução,30 mg/ml,parenteral,BRINEURA,ANVISA/CMED 2026-06,2026-06
alfacinaxadantase + alfa-apadantase,alfacinaxadantase + alfa-apadantase 1500 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,1500 ui,parenteral,ADZYNMA,ANVISA/CMED 2026-06,2026-06
alfacinaxadantase + alfa-apadantase,alfacinaxadantase + alfa-apadantase 500 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,500 ui,parenteral,ADZYNMA,ANVISA/CMED 2026-06,2026-06
alfacorifolitropina,alfacorifolitropina 100 mcg solução injetável,solução injetável,solução,100 mcg,subcutânea,ELONVA,ANVISA/CMED 2026-06,2026-06
alfacorifolitropina,alfacorifolitropina 150 mcg solução injetável,solução injetável,solução,150 mcg,subcutânea,ELONVA,ANVISA/CMED 2026-06,2026-06
alfacoriogonadotropina,alfacoriogonadotropina 250 mcg solução injetável,solução injetável,solução,250 mcg,parenteral,OVIDREL,ANVISA/CMED 2026-06,2026-06
alfadamoctocogue pegol,alfadamoctocogue pegol 1000 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,1000 ui,intravenosa,JIVI,ANVISA/CMED 2026-06,2026-06
alfadamoctocogue pegol,alfadamoctocogue pegol 2000 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,2000 ui,intravenosa,JIVI,ANVISA/CMED 2026-06,2026-06
alfadamoctocogue pegol,alfadamoctocogue pegol 3000 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,3000 ui,intravenosa,JIVI,ANVISA/CMED 2026-06,2026-06
alfadamoctocogue pegol,alfadamoctocogue pegol 500 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,500 ui,intravenosa,JIVI,ANVISA/CMED 2026-06,2026-06
alfadarbepoetina,alfadarbepoetina 500 mcg/ml solução injetável,solução injetável,solução,500 mcg/ml,"intravenosa, subcutânea",ARANESP,ANVISA/CMED 2026-06,2026-06
alfadornase,alfadornase 1 mg/ml solução inalacao,solução inalacao,solução,1 mg/ml,inalatória,PULMOZYME,ANVISA/CMED 2026-06,2026-06
alfaefbemalenograstim,alfaefbemalenograstim 20 mg/ml solução injetável,solução injetável,solução,20 mg/ml,subcutânea,RYZNEUTA,ANVISA/CMED 2026-06,2026-06
alfaelosulfase,alfaelosulfase 5 mg solução injetável,solução injetável,solução,5 mg,intravenosa,VIMIZIM,ANVISA/CMED 2026-06,2026-06
alfaepoetina,alfaepoetina 1.000 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,1.000 ui,parenteral,HEMAX ERITRON,ANVISA/CMED 2026-06,2026-06
alfaepoetina,alfaepoetina 10.000 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,10.000 ui,parenteral,HEMAX ERITRON,ANVISA/CMED 2026-06,2026-06
alfaepoetina,alfaepoetina 2.000 ui pó liofilizado para solução injetável,pó liofilizado para solução injetável,pó,2.000 ui,parenteral,HEMAX ERITRON,ANVISA/CMED 2026-06,2026-06
